"POLY_ID","SLC_GG","PERCENT_SLC","PSM_GG","SLC_GG_3","PSM_GG_3"
588005,16,80,"16","16","16"
588006,16,60,"16","16","16"
588007,24,80,"16","24","16"
588008,24,90,"16","24","16"
588009,16,85,"16","16","16"
588010,8,60,"16","8","16"
588011,16,70,"16","16","16"
588012,16,70,"16","16","16"
588013,16,80,"16","16","16"
588014,16,90,"16","16","16"
589001,16,50,"16","16","16"
589002,16,80,"16","16","16"
589003,16,80,"16","16","16"
589004,18,50,"16","18","16"
589005,16,60,"16","16","16"
590001,16,60,"16","16","16"
590002,16,70,"16","16","16"
590003,16,70,"16","16","16"
590004,16,80,"16","16","16"
590005,16,70,"16","16","16"
590006,16,85,"16","16","16"
591001,16,60,"16","16","16"
591002,16,50,"16","16","16"
591003,24,100,"16","24","16"
591004,28,40,"16","28","16"
591005,28,60,"16","28","16"
591006,16,50,"16","16","16"
591007,16,80,"16","16","16"
591008,24,85,"24","24","24"
591009,16,55,"16","16","16"
591010,12,60,"16","12","16"
591012,16,55,"16","16","16"
591013,16,85,"16","16","16"
591014,13,60,"16","13","16"
591015,16,90,"16","16","16"
591016,16,60,"16","16","16"
591017,16,45,"16","16","16"
591018,16,75,"16","16","16"
591019,16,83,"16","16","16"
591020,16,42,"16","16","16"
591021,18,70,"16","18","16"
591022,16,75,"16","16","16"
591023,16,75,"16","16","16"
591024,16,90,"16","16","16"
591025,16,70,"16","16","16"
591026,24,88,"16","24","16"
591027,16,60,"16","16","16"
591028,24,75,"24","24","24"
591029,16,85,"16","16","16"
591030,16,75,"16","16","16"
591031,16,90,"16","16","16"
591032,16,100,"16","16","16"
591033,16,45,"16","16","16"
591034,16,90,"16","16","16"
591035,16,90,"16","16","16"
591036,2,50,"16","2","16"
591037,16,85,"16","16","16"
591038,24,70,"16","24","16"
591039,16,65,"16","16","16"
591040,16,42,"16","16","16"
591041,16,70,"16","16","16"
591042,16,60,"16","16","16"
591043,8,38,"16","8","16"
591044,16,80,"16","16","16"
591045,16,80,"16","16","16"
591046,28,60,"16","28","16"
591047,16,70,"16","16","16"
591048,16,80,"16","16","16"
591049,16,40,"16","16","16"
592001,16,60,"16","16","16"
592002,16,80,"16","16","16"
592003,16,85,"16","16","16"
592004,16,70,"16","16","16"
592005,16,50,"16","16","16"
592006,16,80,"16","16","16"
592007,16,80,"16","16","16"
592008,13,60,"16","13","16"
592009,27,50,"16","27","16"
592010,13,50,"16","13","16"
592011,13,50,"16","13","16"
593001,8,50,"16","8","16"
593002,16,50,"7","16","7"
593003,16,95,"16","16","16"
593004,16,100,"16","16","16"
593005,16,80,"16","16","16"
594001,16,80,"16","16","16"
594002,16,90,"16","16","16"
594003,16,80,"16","16","16"
594004,16,95,"16","16","16"
594005,16,80,"16","16","16"
595001,8,60,"8","8","8"
595002,24,90,"16","24","16"
595003,16,50,"7","16","7"
596001,24,90,"16","24","16"
596002,16,70,"16","16","16"
596003,16,70,"16","16","16"
596004,16,90,"16","16","16"
596005,16,90,"16","16","16"
596006,16,90,"16","16","16"
596007,24,70,"16","24","16"
596008,16,80,"16","16","16"
596009,2,40,"16","2","16"
596010,16,50,"16","16","16"
597001,24,90,"16","24","16"
597002,16,90,"16","16","16"
597003,16,70,"16","16","16"
597004,16,60,"16","16","16"
597005,16,70,"16","16","16"
598001,16,80,"16","16","16"
598002,16,40,"28","16","28"
598003,16,100,"16","16","16"
598004,16,90,"16","16","16"
598005,16,80,"16","16","16"
599001,7,60,"16","7","16"
599002,26,50,"16","26","16"
599003,16,50,"16","16","16"
600001,24,70,"16","24","16"
600002,16,40,"16","16","16"
600003,2,50,"16","2","16"
600004,16,70,"16","16","16"
600005,2,50,"16","2","16"
601001,16,80,"16","16","16"
601002,16,80,"16","16","16"
601003,16,60,"16","16","16"
601004,16,70,"16","16","16"
601005,16,50,"16","16","16"
601006,2,40,"16","2","16"
601007,16,60,"16","16","16"
602001,16,70,"16","16","16"
603001,16,60,"16","16","16"
604001,16,50,"16","16","16"
604002,18,50,"16","18","16"
604003,16,50,"16","16","16"
604004,16,70,"16","16","16"
605001,16,80,"16","16","16"
605002,16,80,"16","16","16"
605003,16,50,"16","16","16"
605004,16,70,"16","16","16"
605005,4,40,"16","4","16"
605006,16,60,"16","16","16"
606001,16,40,"16","16","16"
606002,11,40,"16","11","16"
606003,11,40,"16","11","16"
606004,11,40,"16","11","16"
606005,11,40,"16","11","16"
607001,7,70,"16","7","16"
607002,16,40,"16","16","16"
607003,16,40,"16","16","16"
607004,18,70,"16","18","16"
607005,16,40,"16","16","16"
607006,18,80,"16","18","16"
607007,16,40,"16","16","16"
607008,16,40,"16","16","16"
607009,16,60,"16","16","16"
607010,16,60,"16","16","16"
607011,16,60,"16","16","16"
607012,16,50,"16","16","16"
607013,18,80,"16","18","16"
607014,16,50,"16","16","16"
607015,16,60,"16","16","16"
607016,16,60,"16","16","16"
607017,16,40,"16","16","16"
608001,27,50,"16","27","16"
608002,16,40,"16","16","16"
608003,18,60,"16","18","16"
608004,18,60,"18","18","18"
608005,18,60,"16","18","16"
608006,16,40,"16","16","16"
608007,12,40,"16","12","16"
609001,7,70,"16","7","16"
609002,18,60,"16","18","16"
609003,18,50,"16","18","16"
609004,18,60,"16","18","16"
609005,18,60,"16","18","16"
609006,18,70,"16","18","16"
609007,18,60,"16","18","16"
609008,18,60,"16","18","16"
609009,18,50,"16","18","16"
610001,16,80,"16","16","16"
610002,16,75,"16","16","16"
610003,16,84,"16","16","16"
610004,2,50,"16","2","16"
610005,16,70,"16","16","16"
610006,16,50,"16","16","16"
610007,16,80,"16","16","16"
610008,16,90,"16","16","16"
610009,16,70,"16","16","16"
610010,16,60,"16","16","16"
610011,16,40,"16","16","16"
610012,16,80,"16","16","16"
610013,2,50,"16","2","16"
610014,13,40,"16","13","16"
610015,16,60,"16","16","16"
610016,16,70,"16","16","16"
610017,16,50,"16","16","16"
610018,16,85,"16","16","16"
610019,16,70,"16","16","16"
610020,13,50,"16","13","16"
610021,12,50,"16","12","16"
611001,16,40,"16","16","16"
611002,16,90,"16","16","16"
611003,16,90,"16","16","16"
611004,16,80,"16","16","16"
612001,16,60,"16","16","16"
612002,18,70,"16","18","16"
612003,16,40,"16","16","16"
612004,16,60,"16","16","16"
612005,16,70,"16","16","16"
612006,13,60,"16","13","16"
612007,16,60,"16","16","16"
612008,16,70,"16","16","16"
612009,13,30,"16","13","16"
613001,16,40,"16","16","16"
613002,16,40,"16","16","16"
613003,18,70,"16","18","16"
614001,16,60,"16","16","16"
614002,2,40,"16","2","16"
614003,2,40,"16","2","16"
615001,16,70,"16","16","16"
615002,16,60,"16","16","16"
615003,18,40,"16","18","16"
615004,16,80,"16","16","16"
615005,24,100,"16","24","16"
615006,16,70,"16","16","16"
615007,18,50,"16","18","16"
615008,16,70,"16","16","16"
615009,16,40,"16","16","16"
615010,16,70,"16","16","16"
615011,16,60,"16","16","16"
615012,16,80,"16","16","16"
615013,16,85,"16","16","16"
616001,2,40,"16","2","16"
616002,18,40,"16","18","16"
616003,16,70,"16","16","16"
616004,16,50,"16","16","16"
616005,4,40,"16","4","16"
616006,13,60,"16","13","16"
616007,16,60,"16","16","16"
617001,16,90,"16","16","16"
617002,16,80,"16","16","16"
617003,16,70,"16","16","16"
617004,16,60,"16","16","16"
618001,16,70,"16","16","16"
618002,16,60,"16","16","16"
618003,16,70,"16","16","16"
618004,16,70,"16","16","16"
618005,16,45,"16","16","16"
618006,16,80,"16","16","16"
618007,16,45,"16","16","16"
618008,16,65,"16","16","16"
618009,16,80,"16","16","16"
618010,16,90,"16","16","16"
618011,16,35,"16","16","16"
618012,16,60,"16","16","16"
618013,16,76,"16","16","16"
618014,16,70,"16","16","16"
618015,16,70,"16","16","16"
618016,16,100,"16","16","16"
618017,16,60,"16","16","16"
618018,16,60,"16","16","16"
618019,16,78,"16","16","16"
618021,16,70,"16","16","16"
618025,2,60,"16","2","16"
618029,2,50,"16","2","16"
618030,16,50,"16","16","16"
618031,16,40,"16","16","16"
618032,16,40,"16","16","16"
618033,16,40,"16","16","16"
618034,16,70,"16","16","16"
618035,12,50,"16","12","16"
618036,16,60,"16","16","16"
618037,16,80,"16","16","16"
618038,16,80,"16","16","16"
618039,16,60,"16","16","16"
618040,16,40,"16","16","16"
618041,16,60,"16","16","16"
618042,16,40,"16","16","16"
618043,2,60,"16","2","16"
618044,16,60,"16","16","16"
619001,16,80,"16","16","16"
619002,16,40,"16","16","16"
619003,16,50,"16","16","16"
619004,16,70,"16","16","16"
619005,16,60,"16","16","16"
619006,16,50,"16","16","16"
619007,16,70,"16","16","16"
619008,16,70,"16","16","16"
619009,16,80,"16","16","16"
619010,16,60,"16","16","16"
620001,16,70,"16","16","16"
620002,16,60,"16","16","16"
621001,16,60,"16","16","16"
621002,16,70,"16","16","16"
621003,16,40,"16","16","16"
621004,16,70,"16","16","16"
621005,16,50,"16","16","16"
621006,16,90,"16","16","16"
621007,14,50,"16","14","16"
621008,16,60,"16","16","16"
621009,16,50,"16","16","16"
621010,16,70,"16","16","16"
621011,16,80,"16","16","16"
621012,16,60,"16","16","16"
621013,16,80,"16","16","16"
621014,16,80,"16","16","16"
622001,16,80,"16","16","16"
622002,16,45,"16","16","16"
622003,16,80,"16","16","16"
622004,16,80,"16","16","16"
623001,16,60,"16","16","16"
623002,16,70,"16","16","16"
623003,18,40,"16","18","16"
623004,16,60,"16","16","16"
623005,18,40,"16","18","16"
623006,18,70,"16","18","16"
623007,16,70,"16","16","16"
623008,16,60,"16","16","16"
623009,16,80,"16","16","16"
623010,18,70,"16","18","16"
623011,16,80,"16","16","16"
623012,16,80,"16","16","16"
623013,18,40,"16","18","16"
623014,18,40,"16","18","16"
623015,16,70,"16","16","16"
623016,16,60,"16","16","16"
623017,16,70,"16","16","16"
623018,16,60,"16","16","16"
624001,16,95,"16","16","16"
624002,16,80,"16","16","16"
624003,16,80,"16","16","16"
624004,16,90,"16","16","16"
625001,16,80,"16","16","16"
625002,16,70,"16","16","16"
625003,16,50,"16","16","16"
625004,16,50,"16","16","16"
625005,16,90,"16","16","16"
625006,16,70,"2","16","2"
625007,25,60,"2","25","2"
625008,16,50,"16","16","16"
625009,16,50,"16","16","16"
625010,16,40,"16","16","16"
625011,16,80,"16","16","16"
626001,16,70,"16","16","16"
626002,16,40,"16","16","16"
626003,16,80,"16","16","16"
626004,18,70,"16","18","16"
626005,16,80,"16","16","16"
626006,16,70,"16","16","16"
626007,16,50,"16","16","16"
626008,16,70,"16","16","16"
626009,16,80,"16","16","16"
627001,16,80,"16","16","16"
627002,16,70,"16","16","16"
627003,16,50,"16","16","16"
627004,16,70,"16","16","16"
627005,16,70,"16","16","16"
627006,16,90,"16","16","16"
628001,16,80,"16","16","16"
628002,16,80,"2","16","2"
628003,16,70,"16","16","16"
628004,16,40,"2","16","2"
628005,16,60,"2","16","2"
628006,16,80,"16","16","16"
628007,16,80,"16","16","16"
628008,16,90,"16","16","16"
628009,16,60,"2","16","2"
629001,16,80,"16","16","16"
629002,16,90,"16","16","16"
629003,16,90,"16","16","16"
629004,16,70,"16","16","16"
629005,16,90,"16","16","16"
629006,16,70,"16","16","16"
629007,16,85,"16","16","16"
629008,16,90,"16","16","16"
630001,16,70,"16","16","16"
630002,16,70,"16","16","16"
630003,16,80,"16","16","16"
630004,16,80,"16","16","16"
631001,16,50,"16","16","16"
631002,16,50,"16","16","16"
632001,18,70,"4","18","4"
632002,4,30,"4","4","4"
632003,4,60,"16","4","16"
632004,18,60,"16","18","16"
632005,4,80,"16","4","16"
632006,4,70,"16","4","16"
632007,4,60,"4","4","4"
632008,18,60,"16","18","16"
632009,2,40,"4","2","4"
632010,24,60,"16","24","16"
632011,14,40,"16","14","16"
633001,4,70,"4","4","4"
633003,4,70,"4","4","4"
633011,18,70,"4","18","4"
633016,4,60,"4","4","4"
633021,4,90,"4","4","4"
633025,4,80,"4","4","4"
634001,14,40,"16","14","16"
634002,18,70,"16","18","16"
634003,4,80,"16","4","16"
635001,16,50,"16","16","16"
635002,18,70,"16","18","16"
635003,7,80,"16","7","16"
635004,18,70,"16","18","16"
637001,7,80,"16","7","16"
637002,18,50,"16","18","16"
637003,18,50,"16","18","16"
637004,16,80,"16","16","16"
637005,24,50,"16","24","16"
637006,4,70,"16","4","16"
637008,4,50,"16","4","16"
637009,4,70,"16","4","16"
637016,4,70,"16","4","16"
637018,18,70,"16","18","16"
638001,14,40,"16","14","16"
638002,16,70,"16","16","16"
638003,16,70,"16","16","16"
638004,16,60,"16","16","16"
638005,16,80,"16","16","16"
638006,16,80,"16","16","16"
638007,18,70,"16","18","16"
638008,16,50,"16","16","16"
638009,16,40,"16","16","16"
638010,16,80,"16","16","16"
638011,18,80,"16","18","16"
639001,18,70,"16","18","16"
641001,16,60,"16","16","16"
641002,4,50,"16","4","16"
641006,18,80,"16","18","16"
641010,4,40,"16","4","16"
644001,18,50,"16","18","16"
644002,18,80,"16","18","16"
644005,16,40,"16","16","16"
647012,16,38,"16","16","16"
650001,16,80,"16","16","16"
650002,16,90,"16","16","16"
650003,16,40,"16","16","16"
650004,16,85,"16","16","16"
650005,16,40,"16","16","16"
650006,16,70,"16","16","16"
650008,16,90,"16","16","16"
652003,16,89,"16","16","16"
652004,16,52,"16","16","16"
652005,16,69,"16","16","16"
657012,16,92,"16","16","16"
657013,16,74,"16","16","16"
657015,18,55,"16","18","16"
657016,16,76,"16","16","16"
658014,16,42,"16","16","16"
659009,2,44,"16","2","16"
660005,16,67,"16","16","16"
660006,16,58,"16","16","16"
660008,16,76,"16","16","16"
660009,16,67,"16","16","16"
660010,16,87,"16","16","16"
661008,16,57,"16","16","16"
661011,16,83,"16","16","16"
661013,16,91,"16","16","16"
661015,16,97,"16","16","16"
662020,17,43,"16","17","16"
669003,14,50,"14","14","14"
669009,18,45,"14","18","14"
672004,17,45,"16","17","16"
672005,8,76,"8","8","8"
672006,17,85,"8","17","8"
672009,17,83,"16","17","16"
672010,17,49,"16","17","16"
672011,8,83,"8","8","8"
672012,17,77,"16","17","16"
677002,17,40,"16","17","16"
678001,16,80,"16","16","16"
678002,16,85,"16","16","16"
678003,4,50,"16","4","16"
678004,24,100,"16","24","16"
678005,18,70,"16","18","16"
678006,16,80,"16","16","16"
678007,16,80,"16","16","16"
678008,16,50,"16","16","16"
678009,16,90,"16","16","16"
678010,24,55,"16","24","16"
678011,16,70,"16","16","16"
678012,16,70,"16","16","16"
679001,16,85,"16","16","16"
680001,16,70,"16","16","16"
680002,16,90,"16","16","16"
680003,2,80,"2","2","2"
680004,16,70,"16","16","16"
680005,7,60,"7","7","7"
680006,16,49,"16","16","16"
680007,16,86,"16","16","16"
680008,16,72,"16","16","16"
680009,16,67,"16","16","16"
680010,24,70,"16","24","16"
680011,16,87,"16","16","16"
680012,16,81,"16","16","16"
680013,16,30,"16","16","16"
680014,16,65,"16","16","16"
680015,16,89,"16","16","16"
681001,16,90,"16","16","16"
681002,8,60,"16","8","16"
681003,13,100,"7","13","7"
681004,16,80,"16","16","16"
681005,8,50,"16","8","16"
681006,13,40,"8","13","8"
682002,2,28,"16","2","16"
682006,16,100,"16","16","16"
682008,13,95,"16","13","16"
682009,16,35,"16","16","16"
682010,16,77,"16","16","16"
682012,2,64,"16","2","16"
682014,2,46,"16","2","16"
683001,7,80,"7","7","7"
683002,7,55,"7","7","7"
683003,8,40,"16","8","16"
684001,16,40,"16","16","16"
684002,16,85,"16","16","16"
684003,16,90,"16","16","16"
684004,16,85,"16","16","16"
684005,16,75,"16","16","16"
684006,16,85,"16","16","16"
684007,16,70,"16","16","16"
684008,16,85,"16","16","16"
684009,16,90,"16","16","16"
684010,24,50,"16","24","16"
684011,16,90,"16","16","16"
684012,24,90,"16","24","16"
685001,16,51,"7","16","7"
685002,16,60,"16","16","16"
685003,16,68,"16","16","16"
685004,16,85,"16","16","16"
685005,18,34,"16","18","16"
686001,16,80,"16","16","16"
686002,16,79,"16","16","16"
686003,16,74,"16","16","16"
686004,16,87,"16","16","16"
686005,16,69,"16","16","16"
686006,16,90,"16","16","16"
687001,7,40,"16","7","16"
687002,7,40,"7","7","7"
687003,24,62,"7","24","7"
687004,7,46,"7","7","7"
687005,8,58,"16","8","16"
687006,7,71,"7","7","7"
687007,7,66,"7","7","7"
687008,16,87,"16","16","16"
687009,8,100,"7","8","7"
687010,8,60,"16","8","16"
687011,8,46,"7","8","7"
687012,8,65,"16","8","16"
688001,16,70,"16","16","16"
688002,24,80,"16","24","16"
688003,16,80,"16","16","16"
688004,8,50,"16","8","16"
689001,16,81,"16","16","16"
689002,16,63,"16","16","16"
689003,8,40,"16","8","16"
689004,8,61,"16","8","16"
689007,8,80,"16","8","16"
689009,8,79,"16","8","16"
689011,16,78,"16","16","16"
689012,16,71,"16","16","16"
689013,8,74,"16","8","16"
690004,16,25,"16","16","16"
690006,2,63,"16","2","16"
690007,16,84,"16","16","16"
690008,16,73,"16","16","16"
690009,8,57,"16","8","16"
690010,8,72,"16","8","16"
690011,7,77,"16","7","16"
690012,8,68,"16","8","16"
690013,8,86,"16","8","16"
690014,8,50,"16","8","16"
691003,2,45,"8","2","8"
691004,2,60,"16","2","16"
691006,17,70,"16","17","16"
691009,8,44,"8","8","8"
691012,17,33,"16","17","16"
692001,16,60,"16","16","16"
692002,16,65,"16","16","16"
692003,16,80,"16","16","16"
692004,24,70,"16","24","16"
692005,24,70,"16","24","16"
692006,16,85,"16","16","16"
692007,16,85,"16","16","16"
692008,16,80,"16","16","16"
692009,16,70,"16","16","16"
692010,16,70,"16","16","16"
693001,16,61,"8","16","8"
693003,8,86,"8","8","8"
693004,8,45,"8","8","8"
693005,8,47,"8","8","8"
693006,8,36,"16","8","16"
693007,16,71,"16","16","16"
693009,16,83,"16","16","16"
693010,8,96,"8","8","8"
693011,16,51,"8","16","8"
693012,16,55,"8","16","8"
694001,8,84,"8","8","8"
694002,8,67,"8","8","8"
694003,17,70,"16","17","16"
694004,8,84,"8","8","8"
694005,8,50,"8","8","8"
695001,7,77,"7","7","7"
695002,16,16,"7","16","7"
695003,8,54,"7","8","7"
695004,7,61,"27","7","27"
696001,8,64,"16","8","16"
696002,8,85,"16","8","16"
696003,8,41,"16","8","16"
696004,7,51,"7","7","7"
696005,8,66,"16","8","16"
696006,8,86,"16","8","16"
696007,2,32,"16","2","16"
696008,7,67,"8","7","8"
696009,8,45,"7","8","7"
696010,7,54,"8","7","8"
696011,16,31,"16","16","16"
696012,7,74,"7","7","7"
696013,7,82,"7","7","7"
696014,8,63,"8","8","8"
696015,8,74,"8","8","8"
697004,8,75,"8","8","8"
697005,8,75,"16","8","16"
698001,8,58,"16","8","16"
698002,2,32,"16","2","16"
698003,16,42,"16","16","16"
698004,2,81,"16","2","16"
698005,8,43,"8","8","8"
698006,2,65,"16","2","16"
698007,16,35,"7","16","7"
698008,16,92,"16","16","16"
698009,8,39,"8","8","8"
698010,8,39,"8","8","8"
698011,2,44,"16","2","16"
698012,8,38,"8","8","8"
699001,16,74,"16","16","16"
699002,16,71,"16","16","16"
700002,16,73,"16","16","16"
700003,16,80,"8","16","8"
700005,16,77,"16","16","16"
700006,16,43,"16","16","16"
700007,17,100,"16","17","16"
700008,16,58,"8","16","8"
701001,2,39,"7","2","7"
701002,2,58,"7","2","7"
701003,18,10,"7","18","7"
701004,24,42,"7","24","7"
701005,7,94,"7","7","7"
701006,25,38,"7","25","7"
701007,8,59,"7","8","7"
701008,7,49,"7","7","7"
701009,7,85,"7","7","7"
701010,7,84,"7","7","7"
702001,7,48,"7","7","7"
702002,7,65,"7","7","7"
702003,7,86,"7","7","7"
702004,7,76,"7","7","7"
702005,7,60,"7","7","7"
702006,8,54,"8","8","8"
702007,7,45,"7","7","7"
702008,8,55,"8","8","8"
702009,7,91,"7","7","7"
702010,7,72,"7","7","7"
702011,7,91,"7","7","7"
703001,16,80,"16","16","16"
703002,16,85,"16","16","16"
703003,16,95,"16","16","16"
703004,16,55,"16","16","16"
703005,8,70,"16","8","16"
703006,16,85,"16","16","16"
703007,16,95,"16","16","16"
704002,16,45,"16","16","16"
704003,8,67,"8","8","8"
704004,8,79,"16","8","16"
704005,8,80,"8","8","8"
704006,8,67,"16","8","16"
705001,8,68,"8","8","8"
705002,7,86,"7","7","7"
705003,8,52,"8","8","8"
705004,7,89,"7","7","7"
705005,8,45,"7","8","7"
705006,7,48,"7","7","7"
705007,7,58,"7","7","7"
705008,16,38,"7","16","7"
706001,8,56,"7","8","7"
706002,16,39,"7","16","7"
706003,16,46,"16","16","16"
706004,16,72,"16","16","16"
706005,8,76,"7","8","7"
706006,16,41,"7","16","7"
706007,16,47,"7","16","7"
706008,16,37,"16","16","16"
707001,16,70,"16","16","16"
707002,8,52,"16","8","16"
707003,8,42,"16","8","16"
707004,16,69,"16","16","16"
707005,16,52,"16","16","16"
707006,16,65,"16","16","16"
707007,8,57,"16","8","16"
707008,7,63,"16","7","16"
707009,7,61,"8","7","8"
707010,8,69,"8","8","8"
707011,16,82,"16","16","16"
708001,16,50,"16","16","16"
708002,16,50,"16","16","16"
708003,16,90,"16","16","16"
708004,8,80,"16","8","16"
708005,16,80,"16","16","16"
708006,16,90,"16","16","16"
709001,8,80,"8","8","8"
709002,8,77,"8","8","8"
709003,8,100,"8","8","8"
709004,7,91,"8","7","8"
709005,7,74,"8","7","8"
709006,8,87,"8","8","8"
709007,7,65,"7","7","7"
709008,8,26,"8","8","8"
709009,8,87,"8","8","8"
709010,16,52,"8","16","8"
709011,8,56,"8","8","8"
709012,7,85,"8","7","8"
709013,7,82,"8","7","8"
709014,8,76,"8","8","8"
709015,8,56,"16","8","16"
709016,7,11,"7","7","7"
709017,8,45,"7","8","7"
709018,8,66,"8","8","8"
709019,7,88,"7","7","7"
709020,24,55,"7","24","7"
709021,8,77,"8","8","8"
710001,16,73,"16","16","16"
710002,16,88,"16","16","16"
710003,16,90,"16","16","16"
710004,16,64,"16","16","16"
710005,16,78,"16","16","16"
710006,16,57,"16","16","16"
710007,16,67,"16","16","16"
710008,16,87,"16","16","16"
710009,16,78,"16","16","16"
711001,16,66,"16","16","16"
711002,16,79,"16","16","16"
711006,16,83,"16","16","16"
711007,16,92,"16","16","16"
712003,17,50,"16","17","16"
712006,16,61,"16","16","16"
714001,16,87,"16","16","16"
714002,16,54,"16","16","16"
714003,16,63,"16","16","16"
714004,16,73,"16","16","16"
714005,16,26,"16","16","16"
714007,16,62,"16","16","16"
714008,16,50,"16","16","16"
714009,16,67,"16","16","16"
714010,16,46,"16","16","16"
714011,8,79,"16","8","16"
714012,17,89,"16","17","16"
714013,16,80,"16","16","16"
714014,16,60,"16","16","16"
714015,16,79,"16","16","16"
714016,17,52,"16","17","16"
714017,16,61,"16","16","16"
714018,16,77,"16","16","16"
714019,16,66,"16","16","16"
715001,16,79,"16","16","16"
715002,16,56,"16","16","16"
715003,16,55,"16","16","16"
715004,16,78,"16","16","16"
715005,24,55,"16","24","16"
715006,16,58,"16","16","16"
716001,8,38,"8","8","8"
716002,16,38,"16","16","16"
716003,16,65,"16","16","16"
717001,24,29,"16","24","16"
717002,2,37,"16","2","16"
717003,18,52,"16","18","16"
717004,18,38,"16","18","16"
717005,13,50,"7","13","7"
717006,13,43,"16","13","16"
717007,16,34,"4","16","4"
717010,18,55,"16","18","16"
717011,8,31,"16","8","16"
717012,8,39,"16","8","16"
717013,7,63,"7","7","7"
717014,7,68,"7","7","7"
717015,7,72,"7","7","7"
718001,2,35,"16","2","16"
718004,18,30,"16","18","16"
720001,8,40,"16","8","16"
723002,2,45,"2","2","2"
723003,18,30,"8","18","8"
723004,8,40,"8","8","8"
723005,2,30,"8","2","8"
723006,8,35,"8","8","8"
723007,2,42,"13","2","13"
723008,13,40,"8","13","8"
723009,14,45,"13","14","13"
723010,13,75,"8","13","8"
723011,8,49,"8","8","8"
724002,8,30,"8","8","8"
724003,2,40,"8","2","8"
724004,18,58,"8","18","8"
724005,13,50,"8","13","8"
724006,13,32,"8","13","8"
724007,13,53,"13","13","13"
724008,7,30,"7","7","7"
724009,8,58,"8","8","8"
724010,14,75,"8","14","8"
724011,8,50,"16","8","16"
724012,8,71,"8","8","8"
726001,8,62,"8","8","8"
726002,8,64,"8","8","8"
726003,13,44,"8","13","8"
726004,13,73,"8","13","8"
726005,7,60,"7","7","7"
727001,27,40,"7","27","7"
727002,7,80,"7","7","7"
727003,7,90,"7","7","7"
727004,8,90,"7","8","7"
727005,24,70,"7","24","7"
727006,7,90,"7","7","7"
727007,16,80,"16","16","16"
727008,8,90,"16","8","16"
727009,7,60,"7","7","7"
727010,7,50,"16","7","16"
727011,7,90,"16","7","16"
727012,7,70,"7","7","7"
727013,7,60,"7","7","7"
727014,7,80,"7","7","7"
728001,7,70,"7","7","7"
728002,7,95,"7","7","7"
728003,7,40,"7","7","7"
728004,8,60,"7","8","7"
728005,7,70,"7","7","7"
728006,7,90,"7","7","7"
729001,7,45,"7","7","7"
729002,7,80,"7","7","7"
729003,7,90,"7","7","7"
729004,7,83,"7","7","7"
729005,7,95,"7","7","7"
729006,7,90,"7","7","7"
729007,7,73,"7","7","7"
729008,25,8,"7","25","7"
729009,7,95,"7","7","7"
729010,7,88,"7","7","7"
729011,24,23,"7","24","7"
729012,7,95,"7","7","7"
729013,7,97,"7","7","7"
729014,7,95,"7","7","7"
729015,7,84,"7","7","7"
729016,7,61,"7","7","7"
729017,7,94,"7","7","7"
729018,7,90,"7","7","7"
729019,7,94,"7","7","7"
729020,7,96,"7","7","7"
729021,16,47,"16","16","16"
729022,7,94,"7","7","7"
729023,7,95,"7","7","7"
729024,7,67,"16","7","16"
730001,7,70,"16","7","16"
730002,7,90,"7","7","7"
730003,7,90,"16","7","16"
730004,7,95,"7","7","7"
730005,7,90,"7","7","7"
730006,7,90,"7","7","7"
730007,7,95,"7","7","7"
730008,24,70,"7","24","7"
730009,7,90,"7","7","7"
730010,7,95,"7","7","7"
730011,7,90,"6","7","6"
731001,27,70,"7","27","7"
731002,27,60,"7","27","7"
731003,27,60,"7","27","7"
731004,27,90,"27","27","27"
731005,27,70,"27","27","27"
731006,24,70,"7","24","7"
731007,7,95,"7","7","7"
731008,27,70,"7","27","7"
731009,7,70,"7","7","7"
731010,7,70,"7","7","7"
731011,27,55,"7","27","7"
731012,7,70,"7","7","7"
731013,27,70,"7","27","7"
731014,27,90,"27","27","27"
731015,7,80,"7","7","7"
731016,6,50,"6","6","6"
732001,16,85,"16","16","16"
733001,7,68,"7","7","7"
733002,7,84,"7","7","7"
733003,7,48,"16","7","16"
733004,7,60,"7","7","7"
733005,7,81,"16","7","16"
733006,7,87,"7","7","7"
733007,7,90,"7","7","7"
733008,7,90,"7","7","7"
733009,7,92,"7","7","7"
733010,7,75,"7","7","7"
733011,7,92,"7","7","7"
733012,7,80,"7","7","7"
734001,25,40,"7","25","7"
734002,24,34,"24","24","24"
734003,7,58,"24","7","24"
734004,7,61,"6","7","6"
735001,7,97,"7","7","7"
735002,7,81,"7","7","7"
735003,7,72,"7","7","7"
735005,7,86,"7","7","7"
735006,7,92,"6","7","6"
735007,7,90,"7","7","7"
735008,7,100,"7","7","7"
736001,7,76,"7","7","7"
736002,7,92,"7","7","7"
736004,7,91,"7","7","7"
736005,7,95,"7","7","7"
736006,7,94,"7","7","7"
736007,7,89,"7","7","7"
736008,7,90,"7","7","7"
736009,7,90,"7","7","7"
736010,7,98,"7","7","7"
736011,7,94,"7","7","7"
736012,7,93,"6","7","6"
737001,7,90,"16","7","16"
737002,7,90,"7","7","7"
737003,7,90,"7","7","7"
737004,7,90,"7","7","7"
737005,7,90,"7","7","7"
738001,7,90,"7","7","7"
738002,7,90,"7","7","7"
738003,7,90,"7","7","7"
738004,7,80,"7","7","7"
