FID,newID,X0_30cm,Sand100m30,Sand250m30,Sand50m30,Sand250mv2
194,195,34.106999999999999,50.494465056817248,50.167336313127961,32.916300000000000,33.506562749198167
3,4,34.146400000000000,49.205895185663799,47.976061141285385,33.273699999999998,32.907519084919343
12,13,34.146400000000000,54.634820543909228,48.353669752281817,34.100499999999997,32.005045829669214
65,66,34.246200000000002,52.282111374902335,47.994377328997111,35.394799999999996,31.698372258430048
97,98,34.246200000000002,52.147028174265621,47.683116884374961,33.446399999999997,29.990007335628604
181,182,34.246200000000002,52.157606391743514,46.785197921106572,27.805700000000002,28.858988285334878
232,233,34.246200000000002,48.763376559020607,47.634233889680452,33.481600000000000,30.970291306659398
242,243,34.246200000000002,51.642209753368789,46.404137469284343,32.112200000000001,28.811742166831571
175,176,34.252499999999998,53.752728180977442,50.816801854653121,31.840299999999999,32.279099852269539
40,41,34.367400000000004,51.591854577507348,48.000034634288497,28.789100000000001,33.085940306557710
42,43,34.367400000000004,52.692909699432185,47.031152314556429,32.820700000000002,32.793768911144056
206,207,34.464799999999997,57.591938373078165,58.108241995837851,26.305199999999999,29.191664258876880
89,90,35.069200000000002,54.252600245941387,55.577694933770104,26.521000000000001,30.141912200090225
110,111,35.069200000000002,53.424438393909512,49.963019780528199,34.374899999999997,34.690164206925935
115,116,35.069200000000002,55.745540505946693,53.044668037613917,30.313300000000002,34.007745500699819
118,119,35.069200000000002,54.028324251486346,54.995386067926503,33.818500000000000,34.158655235251601
231,232,35.069200000000002,53.966057963512242,49.605315307863641,15.154600000000000,33.273622401518168
55,56,35.285800000000002,56.794352876773189,55.416219534558678,31.276900000000001,33.215863435197576
87,88,35.285800000000002,56.615860780480105,54.064278358782687,24.360099999999999,33.300514707832619
93,94,35.285800000000002,50.261141274679360,52.524285336035710,27.116000000000000,33.019204440420999
96,97,35.285800000000002,44.069281136095782,43.723879437088605,35.210200000000000,31.576649591356684
103,104,35.285800000000002,53.372459505151383,52.672829744679113,32.217500000000001,31.414517661405853
133,134,35.285800000000002,50.809198554041046,47.425316725487413,31.417100000000001,37.141377385138199
135,136,35.285800000000002,51.764954702243443,47.704463216722324,30.382899999999999,33.563190396725574
139,140,35.285800000000002,56.867503164612785,51.150298435627711,30.409300000000002,35.695675228830872
140,141,35.285800000000002,46.892397020065005,43.909444929145010,33.884500000000003,33.174457624626896
145,146,35.285800000000002,57.626951843296645,51.768959094752397,32.558300000000003,28.570197633514141
151,152,35.285800000000002,52.887233563982008,48.377196736198393,30.947299999999998,36.603651188002196
162,163,35.285800000000002,55.786067135919581,49.166494530387020,32.070999999999998,34.614694569813388
184,185,35.285800000000002,55.352392710979288,56.061310467159572,30.019500000000001,35.634523415987012
198,199,35.285800000000002,46.977658768746963,53.199609098487599,35.648000000000003,31.433332443237308
224,225,35.285800000000002,54.570686120995937,54.403164264573128,32.593800000000002,30.397030963717526
249,250,35.285800000000002,45.090362118853847,45.205633862495993,31.004100000000001,35.029735376206759
57,58,35.412700000000001,50.928856911265946,48.912564565038998,31.545500000000001,31.968434171027550
169,170,35.412700000000001,51.448432443123252,52.287827224851576,32.627600000000001,29.227096566212804
191,192,35.412700000000001,55.953491276477848,55.349259436743360,31.367400000000000,33.973932184723125
56,57,35.607999999999997,54.697522628387169,54.615847444111708,30.247699999999998,29.565007037865684
225,226,35.607999999999997,50.770255757823129,54.200268931385445,35.240000000000002,31.555654000344994
90,91,35.850900000000003,51.001597146191749,55.259695369813578,30.796399999999998,31.896279497341212
219,220,35.850900000000003,51.666567691484346,53.956555882200568,33.485199999999999,32.760054101134003
248,249,35.850900000000003,49.988028329406440,51.005027511196197,31.710300000000000,32.000847650751290
5,6,35.921599999999998,49.973681221145995,47.426830150502298,31.331900000000001,35.263215431696338
22,23,35.921599999999998,51.000578882062634,51.392060379582993,35.593000000000004,32.535135234780554
32,33,35.921599999999998,52.048433531535672,47.816074676262637,32.398600000000002,34.342328972210574
34,35,35.921599999999998,48.607234411789399,45.596795738194764,32.613999999999997,34.719373201314170
50,51,35.921599999999998,52.640904705552444,48.203577825580659,34.803400000000003,32.567735328826657
52,53,35.921599999999998,52.179023515093810,46.981732328660947,35.747900000000001,30.549059992915584
109,110,35.921599999999998,54.686075258445321,49.699762508288579,31.383400000000002,33.121318832059266
142,143,35.921599999999998,53.828546252382111,48.169974479056755,31.478600000000000,33.241278611897322
159,160,35.921599999999998,52.848917255919261,46.832128340169611,33.416400000000003,34.251363535637324
203,204,35.921599999999998,54.643230169519732,48.858200563182947,33.036799999999999,34.938595019436633
126,127,35.965400000000002,50.020967168015453,47.114955730395053,32.280700000000003,30.031008111809712
239,240,36.143900000000002,53.082197877187348,55.091811740634867,30.532399999999999,30.091472956988504
101,102,36.523299999999999,52.063618926890506,55.214752695457513,32.597999999999999,30.471506620630667
186,187,36.532800000000002,49.437539095385489,47.547417465815656,35.181199999999997,35.706738528353064
30,31,36.637200000000000,51.850210316534202,47.570862259779823,25.767199999999999,34.932599718902736
190,191,36.637200000000000,53.916230310846508,48.243880617081338,36.630099999999999,31.812026258863739
182,183,36.789700000000003,46.204286023368908,46.389480108083418,29.783700000000000,33.347915569083405
68,69,36.795200000000001,49.430526652531242,48.694227815863563,33.797699999999999,32.824200663825962
77,78,36.920099999999998,54.166846131200160,52.871852865667826,32.790500000000002,32.106999617538889
98,99,36.920099999999998,44.700451809228554,44.137237532709712,31.976700000000001,32.253966592777296
233,234,36.920099999999998,43.876170767543030,43.406312817882480,34.693199999999997,32.767779410738164
60,61,36.988100000000003,51.372009561135961,51.116354543979860,36.152900000000002,30.270663111113482
94,95,36.988100000000003,42.614840454433953,42.908440164186608,32.706400000000002,32.168256443482903
199,200,36.988100000000003,50.090789751316130,51.017566623386173,28.223600000000001,31.059457066291770
247,248,36.988100000000003,53.730724666468802,54.651217973984714,29.609800000000000,31.027118219791152
119,120,37.030999999999999,55.706011949483354,51.327172574210159,34.272799999999997,32.794658187819067
128,129,37.030999999999999,44.973802763884500,44.246418084695023,35.195999999999998,32.657454498444920
178,179,37.030999999999999,55.305436911777150,55.916835193115617,33.452399999999997,33.584668211606598
17,18,40.792999999999999,51.388393488585308,51.844554365809820,28.577500000000001,30.832351125643093
244,245,42.118000000000002,44.366886088100699,44.159224545628206,32.857399999999998,32.701608250317356
10,11,45.542900000000003,48.934628316590569,46.295330796493971,33.901899999999998,34.126618460007663
72,73,51.329300000000003,47.852127390357481,42.680993096650624,24.819800000000001,23.173538067882806
234,235,51.329300000000003,55.035009479354009,48.025639447653063,28.054500000000001,25.784093532042675
