"POLY_ID","CMP","PERCENT","SOIL_CODE","SOIL_ID","CMP_ID","ORDER3","G_GROUP3","GTGRP","GG_ID"
570006,2,15,"BVY","ONBVY~~~~~A",57000602,"LU","GBL","gray brown",15
570006,3,10,"CWO","ONCWO~~~~~A",57000603,"GL","HG","humic",13
570006,4,10,"CYD","ONCYD~~~~~A",57000604,"GL","HG","humic",13
570006,5,5,"NDE","ONNDE~~~~~A",57000605,"LU","GBL","gray brown",15
570006,6,5,"TUC","ONTUC~~~~~A",57000606,"LU","GBL","gray brown",15
570007,1,80,"BKN","ONBKN~~~~~A",57000701,"GL","HG","humic",13
570007,2,10,"BRR","ONBRR~~~~~A",57000702,"LU","GBL","gray brown",15
570007,3,10,"TLD","ONTLD~~~~~A",57000703,"GL","HG","humic",13
570008,1,70,"CYD","ONCYD~~~~~A",57000801,"GL","HG","humic",13
570008,2,20,"RVD","ONRVD~~~~~A",57000802,"OR","H","humisol",19
570008,3,10,"BKN","ONBKN~~~~~A",57000803,"GL","HG","humic",13
570009,1,100,"BKN","ONBKN~~~~~A",57000901,"GL","HG","humic",13
570010,1,55,"BRR","ONBRR~~~~~A",57001001,"LU","GBL","gray brown",15
570010,2,15,"BUF","ONBUF~~~~~A",57001002,"LU","GBL","gray brown",15
570010,3,13,"PFD","ONPFD~~~~~A",57001003,"LU","GBL","gray brown",15
570010,4,12,"GNY","ONGNY~~~~~A",57001004,"GL","HG","humic",13
570010,5,5,"TLD","ONTLD~~~~~A",57001005,"GL","HG","humic",13
571001,1,70,"PFD","ONPFD~~~~~A",57100101,"LU","GBL","gray brown",15
571001,2,20,"WRN","ONWRN~~~~~A",57100102,"GL","HG","humic",13
571001,3,10,"GNY","ONGNY~~~~~A",57100103,"GL","HG","humic",13
571002,1,87,"ZMA","ONZMA~~~~~A",57100201,"OR","H","humisol",19
571002,2,7,"BAY","ONBAY~~~~~A",57100202,"LU","GBL","gray brown",15
571002,3,6,"GNY","ONGNY~~~~~A",57100203,"GL","HG","humic",13
571003,1,28,"GOB","ONGOB~~~~~A",57100301,"LU","GBL","gray brown",15
571003,2,24,"KVN","ONKVN~~~~~A",57100302,"GL","HG","humic",13
571003,3,22,"ALU","ONALU~~~~~A",57100303,"BR","MB","melanic",1
571003,4,9,"FOX","ONFOX~~~~~A",57100304,"LU","GBL","gray brown",15
571003,5,7,"BRR","ONBRR~~~~~A",57100305,"LU","GBL","gray brown",15
571003,6,5,"BVY","ONBVY~~~~~A",57100306,"LU","GBL","gray brown",15
571003,7,5,"TLD","ONTLD~~~~~A",57100307,"GL","HG","humic",13
571004,1,45,"ZDN","ONZDN~~~~~N",57100401,"RG","R","regosol",24
571004,2,37,"ZMH","ONZMH~~~~~A",57100402,"OR","H","humisol",19
571004,3,18,"RID","ONRID~~~~~A",57100403,"RG","R","regosol",24
572001,1,30,"BRR","ONBRR~~~~~A",57200101,"LU","GBL","gray brown",15
572001,2,20,"PLL","ONPLL~~~~~A",57200102,"GL","HG","humic",13
572001,3,15,"FOX","ONFOX~~~~~A",57200103,"LU","GBL","gray brown",15
572001,4,15,"HRW","ONHRW~~~~~A",57200104,"LU","GBL","gray brown",15
572001,5,10,"BUF","ONBUF~~~~~A",57200105,"LU","GBL","gray brown",15
572001,6,10,"TUC","ONTUC~~~~~A",57200106,"LU","GBL","gray brown",15
572002,1,75,"BRR","ONBRR~~~~~A",57200201,"LU","GBL","gray brown",15
572002,2,10,"BKN","ONBKN~~~~~A",57200202,"GL","HG","humic",13
572002,3,5,"ALU","ONALU~~~~~A",57200203,"BR","MB","melanic",1
572002,4,5,"FOX","ONFOX~~~~~A",57200204,"LU","GBL","gray brown",15
572002,5,5,"TUC","ONTUC~~~~~A",57200205,"LU","GBL","gray brown",15
572003,1,85,"PTH","ONPTH~~~~~A",57200301,"LU","GBL","gray brown",15
572003,2,5,"BKN","ONBKN~~~~~A",57200302,"GL","HG","humic",13
572003,3,5,"BUF","ONBUF~~~~~A",57200303,"LU","GBL","gray brown",15
572003,4,5,"ZMA","ONZMA~~~~~A",57200304,"OR","H","humisol",19
572004,1,60,"CTR","ONCTR~~~~~A",57200401,"LU","GBL","gray brown",15
572004,2,20,"BRR","ONBRR~~~~~A",57200402,"LU","GBL","gray brown",15
572004,3,10,"ALU","ONALU~~~~~A",57200403,"BR","MB","melanic",1
572004,4,5,"BKN","ONBKN~~~~~A",57200404,"GL","HG","humic",13
572004,5,5,"FOX","ONFOX~~~~~A",57200405,"LU","GBL","gray brown",15
572005,1,73,"MAR","ONMAR~~~~~A",57200501,"OR","H","humisol",19
572005,2,27,"ETP","ONETP~~~~~A",57200502,"RG","R","regosol",24
572006,1,45,"HRW","ONHRW~~~~~A",57200601,"LU","GBL","gray brown",15
572006,2,30,"TUC","ONTUC~~~~~A",57200602,"LU","GBL","gray brown",15
572006,3,20,"FOX","ONFOX~~~~~A",57200603,"LU","GBL","gray brown",15
572006,4,5,"BRR","ONBRR~~~~~A",57200604,"LU","GBL","gray brown",15
572007,1,50,"TLD","ONTLD~~~~~A",57200701,"GL","HG","humic",13
572007,2,30,"BKN","ONBKN~~~~~A",57200702,"GL","HG","humic",13
572007,3,20,"FRM","ONFRM~~~~~N",57200703,"BR","MB","melanic",1
574015,1,40,"SLT","ABSLT~~~~~N",57401501,"GL","G","gleysol",14
574015,2,20,"KME","ABKME~~~~~N",57401502,"LU","GL","gray",16
574015,3,20,"MIL","ABMIL~~~~~N",57401503,"BR","DYB","dystric",4
574015,4,20,"MLD","ABMLD~~~~~N",57401504,"OR","M","mesisol",18
574016,1,40,"MAR","ABMAR~~~~~N",57401601,"BR","DYB","dystric",4
574016,2,30,"MLD","ABMLD~~~~~N",57401602,"OR","M","mesisol",18
574016,3,20,"NOR","ABNOR~~~~~N",57401603,"GL","G","gleysol",14
574016,4,10,"MKW","ABMKW~~~~~N",57401604,"CY","OC","organic",11
574017,1,50,"NOR","ABNOR~~~~~N",57401701,"GL","G","gleysol",14
574017,2,30,"MIL","ABMIL~~~~~N",57401702,"BR","DYB","dystric",4
574017,3,20,"MLD","ABMLD~~~~~N",57401703,"OR","M","mesisol",18
574018,1,40,"MMW","ABMMW~~~~~N",57401801,"GL","G","gleysol",14
574018,2,30,"CPN","ABCPN~~~~~N",57401802,"RG","R","regosol",24
574019,1,40,"MLD","ABMLD~~~~~N",57401901,"OR","M","mesisol",18
574019,2,30,"MIL","ABMIL~~~~~N",57401902,"BR","DYB","dystric",4
574019,3,20,"NOR","ABNOR~~~~~N",57401903,"GL","G","gleysol",14
576003,1,40,"MAR","ABMAR~~~~~N",57600301,"BR","DYB","dystric",4
576003,2,30,"NOR","ABNOR~~~~~N",57600302,"GL","G","gleysol",14
576003,3,20,"MLD","ABMLD~~~~~N",57600303,"OR","M","mesisol",18
576003,4,10,"MKW","ABMKW~~~~~N",57600304,"CY","OC","organic",11
576004,1,40,"MLD","ABMLD~~~~~N",57600401,"OR","M","mesisol",18
576004,2,30,"MIL","ABMIL~~~~~N",57600402,"BR","DYB","dystric",4
576004,3,20,"MKW","ABMKW~~~~~N",57600403,"CY","OC","organic",11
576004,4,10,"BMT","ABBMT~~~~~N",57600404,"GL","G","gleysol",14
576005,1,40,"KNS","ABKNS~~~~~N",57600501,"LU","GL","gray",16
576005,2,30,"GYP","ABGYP~~~~~N",57600502,"BR","DYB","dystric",4
576005,3,20,"BMT","ABBMT~~~~~N",57600503,"GL","G","gleysol",14
576005,4,10,"MLD","ABMLD~~~~~N",57600504,"OR","M","mesisol",18
576006,1,40,"MAR","ABMAR~~~~~N",57600601,"BR","DYB","dystric",4
576006,2,30,"GYP","ABGYP~~~~~N",57600602,"BR","DYB","dystric",4
576006,3,20,"KNS","ABKNS~~~~~N",57600603,"LU","GL","gray",16
576006,4,10,"MLD","ABMLD~~~~~N",57600604,"OR","M","mesisol",18
576007,1,40,"MAR","ABMAR~~~~~N",57600701,"BR","DYB","dystric",4
576007,2,30,"MLD","ABMLD~~~~~N",57600702,"OR","M","mesisol",18
576007,3,30,"NOR","ABNOR~~~~~N",57600703,"GL","G","gleysol",14
576008,1,40,"MLD","ABMLD~~~~~N",57600801,"OR","M","mesisol",18
576008,2,30,"MAR","ABMAR~~~~~N",57600802,"BR","DYB","dystric",4
576008,3,20,"NOR","ABNOR~~~~~N",57600803,"GL","G","gleysol",14
576008,4,10,"MUS","ABMUS~~~~~N",57600804,"OR","M","mesisol",18
576009,1,40,"MLD","ABMLD~~~~~N",57600901,"OR","M","mesisol",18
576009,2,30,"MAR","ABMAR~~~~~N",57600902,"BR","DYB","dystric",4
576009,3,20,"NOR","ABNOR~~~~~N",57600903,"GL","G","gleysol",14
576009,4,10,"MUS","ABMUS~~~~~N",57600904,"OR","M","mesisol",18
576010,1,50,"MAR","ABMAR~~~~~N",57601001,"BR","DYB","dystric",4
576010,2,20,"MLD","ABMLD~~~~~N",57601002,"OR","M","mesisol",18
576010,3,20,"PEA","ABPEA~~~~~N",57601003,"LU","GL","gray",16
576010,4,10,"MUS","ABMUS~~~~~N",57601004,"OR","M","mesisol",18
576011,1,30,"CPN","ABCPN~~~~~N",57601101,"RG","R","regosol",24
576011,2,30,"MMW","ABMMW~~~~~N",57601102,"GL","G","gleysol",14
576011,3,30,"MMY","ABMMY~~~~~N",57601103,"RG","R","regosol",24
576011,4,10,"MLD","ABMLD~~~~~N",57601104,"OR","M","mesisol",18
576012,1,60,"MIL","ABMIL~~~~~N",57601201,"BR","DYB","dystric",4
576012,2,20,"BMT","ABBMT~~~~~N",57601202,"GL","G","gleysol",14
576012,3,20,"MLD","ABMLD~~~~~N",57601203,"OR","M","mesisol",18
577001,1,50,"MMY","ABMMY~~~~~N",57700101,"RG","R","regosol",24
577001,2,30,"MMW","ABMMW~~~~~N",57700102,"GL","G","gleysol",14
577001,3,20,"CPN","ABCPN~~~~~N",57700103,"RG","R","regosol",24
577002,1,40,"CPN","ABCPN~~~~~N",57700201,"RG","R","regosol",24
577002,2,30,"MMW","ABMMW~~~~~N",57700202,"GL","G","gleysol",14
577002,3,30,"MMY","ABMMY~~~~~N",57700203,"RG","R","regosol",24
578001,1,60,"MIL","ABMIL~~~~~N",57800101,"BR","DYB","dystric",4
578001,2,20,"BMT","ABBMT~~~~~N",57800102,"GL","G","gleysol",14
578001,3,20,"MLD","ABMLD~~~~~N",57800103,"OR","M","mesisol",18
578002,1,60,"MLD","ABMLD~~~~~N",57800201,"OR","M","mesisol",18
578002,2,20,"MAR","ABMAR~~~~~N",57800202,"BR","DYB","dystric",4
578002,3,20,"NOR","ABNOR~~~~~N",57800203,"GL","G","gleysol",14
578003,1,80,"MLD","ABMLD~~~~~N",57800301,"OR","M","mesisol",18
578003,2,10,"BMT","ABBMT~~~~~N",57800302,"GL","G","gleysol",14
578003,3,10,"MIL","ABMIL~~~~~N",57800303,"BR","DYB","dystric",4
579001,1,70,"MAR","ABMAR~~~~~N",57900101,"BR","DYB","dystric",4
579001,2,20,"BMT","ABBMT~~~~~N",57900102,"GL","G","gleysol",14
579001,3,10,"MLD","ABMLD~~~~~N",57900103,"OR","M","mesisol",18
579002,1,70,"MAR","ABMAR~~~~~N",57900201,"BR","DYB","dystric",4
579002,2,20,"BMT","ABBMT~~~~~N",57900202,"GL","G","gleysol",14
579002,3,10,"MLD","ABMLD~~~~~N",57900203,"OR","M","mesisol",18
579003,1,60,"MAR","ABMAR~~~~~N",57900301,"BR","DYB","dystric",4
579003,2,20,"BMT","ABBMT~~~~~N",57900302,"GL","G","gleysol",14
579003,3,20,"MLD","ABMLD~~~~~N",57900303,"OR","M","mesisol",18
579004,1,50,"MMY","ABMMY~~~~~N",57900401,"RG","R","regosol",24
579004,2,30,"MIL","ABMIL~~~~~N",57900402,"BR","DYB","dystric",4
579004,3,20,"BMT","ABBMT~~~~~N",57900403,"GL","G","gleysol",14
579005,1,60,"MIL","ABMIL~~~~~N",57900501,"BR","DYB","dystric",4
579005,2,20,"BMT","ABBMT~~~~~N",57900502,"GL","G","gleysol",14
579005,3,10,"MRN","ABMRN~~~~~N",57900503,"OR","M","mesisol",18
579005,4,10,"RUT","ABRUT~~~~~N",57900504,"BR","EB","eutric",2
579006,1,40,"MIL","ABMIL~~~~~N",57900601,"BR","DYB","dystric",4
579006,2,30,"MAR","ABMAR~~~~~N",57900602,"BR","DYB","dystric",4
579006,3,20,"BMT","ABBMT~~~~~N",57900603,"GL","G","gleysol",14
579006,4,10,"MLD","ABMLD~~~~~N",57900604,"OR","M","mesisol",18
580001,1,50,"PEA","ABPEA~~~~~N",58000101,"LU","GL","gray",16
580001,2,20,"MLD","ABMLD~~~~~N",58000102,"OR","M","mesisol",18
580001,3,20,"SIP","ABSIP~~~~~N",58000103,"GL","LG","luvic",12
580001,4,10,"MIL","ABMIL~~~~~N",58000104,"BR","DYB","dystric",4
580002,1,40,"CHT","ABCHT~~~~~N",58000201,"GL","G","gleysol",14
580002,2,20,"CHT","ABCHT~~~~~N",58000202,"GL","G","gleysol",14
580002,3,20,"DOV","ABDOV~~~~~N",58000203,"LU","GL","gray",16
580002,4,20,"MMW","ABMMW~~~~~N",58000204,"GL","G","gleysol",14
580003,1,40,"CHT","ABCHT~~~~~N",58000301,"GL","G","gleysol",14
580003,2,40,"NAM","ABNAM~~~~~N",58000302,"RG","R","regosol",24
580003,3,20,"MRN","ABMRN~~~~~N",58000303,"OR","M","mesisol",18
581002,1,30,"CGA","ABCGA~~~~~N",58100201,"OR","M","mesisol",18
581002,2,30,"MSR","ABMSR~~~~~N",58100202,"OR","M","mesisol",18
581002,3,20,"ALC","ABALC~~~~~N",58100203,"LU","GL","gray",16
581002,4,20,"SIP","ABSIP~~~~~N",58100204,"GL","LG","luvic",12
581004,1,50,"DXV","ABDXV~~~~~N",58100401,"LU","GL","gray",16
581004,2,20,"CGA","ABCGAxt~~~N",58100402,"OR","M","mesisol",18
581004,3,20,"MNS","ABMNS~~~~~N",58100403,"GL","LG","luvic",12
581004,4,10,"MSR","ABMSR~~~~~N",58100404,"OR","M","mesisol",18
581005,1,40,"ALV","BCALV~~~~~A",58100501,"RG","R","regosol",24
581005,2,30,"ATT","BCATT~~~~~N",58100502,"RG","R","regosol",24
581005,3,30,"SEM","BCSEM~~~~~N",58100503,"RG","R","regosol",24
581006,1,60,"KEZ","BCKEZ~~~~~N",58100601,"OR","M","mesisol",18
581006,2,30,"BIK","BCBIK~~~~~A",58100602,"GL","LG","luvic",12
581006,3,10,"CIA","BCCIA~~~~~N",58100603,"LU","GL","gray",16
581007,1,40,"CGA","ABCGA~~~~~N",58100701,"OR","M","mesisol",18
581007,2,20,"ALC","ABALC~~~~~N",58100702,"LU","GL","gray",16
581007,3,20,"MSR","ABMSR~~~~~N",58100703,"OR","M","mesisol",18
581007,4,20,"SIP","ABSIP~~~~~N",58100704,"GL","LG","luvic",12
581008,1,60,"KEZ","BCKEZ~~~~~N",58100801,"OR","M","mesisol",18
581008,2,30,"BIK","BCBIK~~~~~A",58100802,"GL","LG","luvic",12
581008,3,10,"SIP","BCSIP~~~~~A",58100803,"GL","LG","luvic",12
581009,1,50,"MLG","BCMLG~~~~~A",58100901,"LU","GL","gray",16
581009,2,30,"BIK","BCBIK~~~~~A",58100902,"GL","LG","luvic",12
581009,3,20,"KEZ","BCKEZ~~~~~N",58100903,"OR","M","mesisol",18
581010,1,30,"ALC","ABALC~~~~~N",58101001,"LU","GL","gray",16
581010,2,30,"CGA","ABCGA~~~~~N",58101002,"OR","M","mesisol",18
581010,3,30,"MSR","ABMSR~~~~~N",58101003,"OR","M","mesisol",18
581010,4,10,"MKW","ABMKW~~~~~N",58101004,"CY","OC","organic",11
581011,1,60,"SIP","BCSIP~~~~~A",58101101,"GL","LG","luvic",12
581011,2,40,"KEZ","BCKEZ~~~~~N",58101102,"OR","M","mesisol",18
581012,1,60,"ALC","BCALC~~~~~A",58101201,"LU","GL","gray",16
581012,2,30,"BIK","BCBIK~~~~~A",58101202,"GL","LG","luvic",12
581012,3,10,"KEZ","BCKEZ~~~~~N",58101203,"OR","M","mesisol",18
582002,1,40,"ALC","ABALC~~~~~N",58200201,"LU","GL","gray",16
582002,2,20,"BUD","ABBUD~~~~~N",58200202,"LU","GL","gray",16
582002,3,20,"CGA","ABCGA~~~~~N",58200203,"OR","M","mesisol",18
582002,4,20,"MNS","ABMNS~~~~~N",58200204,"GL","LG","luvic",12
582004,1,50,"ALC","ABALC~~~~~N",58200401,"LU","GL","gray",16
582004,2,20,"BUD","ABBUD~~~~~N",58200402,"LU","GL","gray",16
582004,3,20,"MNS","ABMNS~~~~~N",58200403,"GL","LG","luvic",12
582004,4,10,"CGA","ABCGA~~~~~N",58200404,"OR","M","mesisol",18
582005,1,70,"KEZ","BCKEZ~~~~~N",58200501,"OR","M","mesisol",18
582005,2,30,"BIK","BCBIK~~~~~A",58200502,"GL","LG","luvic",12
582007,1,50,"ALC","ABALC~~~~~N",58200701,"LU","GL","gray",16
582007,2,20,"BUD","ABBUD~~~~~N",58200702,"LU","GL","gray",16
582007,3,20,"MNS","ABMNS~~~~~N",58200703,"GL","LG","luvic",12
582007,4,10,"CGA","ABCGA~~~~~N",58200704,"OR","M","mesisol",18
583001,1,50,"DXV","ABDXV~~~~~N",58300101,"LU","GL","gray",16
583001,2,20,"BUD","ABBUD~~~~~N",58300102,"LU","GL","gray",16
583001,3,20,"PRT","ABPRT~~~~~N",58300103,"GL","G","gleysol",14
583001,4,10,"CGA","ABCGA~~~~~N",58300104,"OR","M","mesisol",18
583002,1,50,"ALC","ABALC~~~~~N",58300201,"LU","GL","gray",16
583002,2,20,"BUD","ABBUD~~~~~N",58300202,"LU","GL","gray",16
583002,3,20,"MNS","ABMNS~~~~~N",58300203,"GL","LG","luvic",12
583002,4,10,"CGA","ABCGA~~~~~N",58300204,"OR","M","mesisol",18
583003,1,50,"DXV","ABDXV~~~~~N",58300301,"LU","GL","gray",16
583003,2,20,"BUD","ABBUD~~~~~N",58300302,"LU","GL","gray",16
583003,3,20,"TPE","ABTPE~~~~~N",58300303,"BR","DYB","dystric",4
583003,4,10,"CGA","ABCGA~~~~~N",58300304,"OR","M","mesisol",18
583004,1,50,"ALC","ABALC~~~~~N",58300401,"LU","GL","gray",16
583004,2,30,"BUD","ABBUD~~~~~N",58300402,"LU","GL","gray",16
583004,3,20,"MNS","ABMNS~~~~~N",58300403,"GL","LG","luvic",12
583005,1,50,"ALC","ABALC~~~~~N",58300501,"LU","GL","gray",16
583005,2,30,"BUD","ABBUD~~~~~N",58300502,"LU","GL","gray",16
583005,3,20,"MNS","ABMNS~~~~~N",58300503,"GL","LG","luvic",12
583006,1,50,"ALC","ABALC~~~~~N",58300601,"LU","GL","gray",16
583006,2,30,"BUD","ABBUD~~~~~N",58300602,"LU","GL","gray",16
583006,3,20,"MNS","ABMNS~~~~~N",58300603,"GL","LG","luvic",12
583007,1,40,"JUY","ABJUY~~~~~N",58300701,"LU","GL","gray",16
583007,2,20,"FKE","ABFKE~~~~~N",58300702,"OR","M","mesisol",18
583007,3,20,"NHL","ABNHL~~~~~N",58300703,"LU","GL","gray",16
583007,4,20,"STT","ABSTT~~~~~N",58300704,"GL","G","gleysol",14
583008,1,50,"ALC","ABALC~~~~~N",58300801,"LU","GL","gray",16
583008,2,30,"BUD","ABBUD~~~~~N",58300802,"LU","GL","gray",16
583008,3,20,"MNS","ABMNS~~~~~N",58300803,"GL","LG","luvic",12
583009,1,50,"ALC","ABALC~~~~~N",58300901,"LU","GL","gray",16
583009,2,30,"MNS","ABMNS~~~~~N",58300902,"GL","LG","luvic",12
583009,3,20,"MSR","ABMSR~~~~~N",58300903,"OR","M","mesisol",18
583010,1,30,"BIK","BCBIK~~~~~A",58301001,"GL","LG","luvic",12
583010,2,30,"OSB","BCOSB~~~~~A",58301002,"LU","GL","gray",16
583010,3,30,"SIP","BCSIP~~~~~A",58301003,"GL","LG","luvic",12
583010,4,10,"KEZ","BCKEZ~~~~~N",58301004,"OR","M","mesisol",18
583011,1,50,"ALC","ABALC~~~~~N",58301101,"LU","GL","gray",16
583011,2,20,"BUD","ABBUD~~~~~N",58301102,"LU","GL","gray",16
583011,3,20,"MNS","ABMNS~~~~~N",58301103,"GL","LG","luvic",12
583011,4,10,"CGA","ABCGA~~~~~N",58301104,"OR","M","mesisol",18
583012,1,40,"JUY","ABJUY~~~~~N",58301201,"LU","GL","gray",16
583012,2,20,"FKE","ABFKE~~~~~N",58301202,"OR","M","mesisol",18
583012,3,20,"NHL","ABNHL~~~~~N",58301203,"LU","GL","gray",16
583012,4,20,"STT","ABSTT~~~~~N",58301204,"GL","G","gleysol",14
583013,1,22,"ALC","ABALC~~~~~N",58301301,"LU","GL","gray",16
583013,2,18,"BUD","BCBUD~~~~~A",58301302,"LU","GL","gray",16
583013,3,16,"BUD","ABBUD~~~~~N",58301303,"LU","GL","gray",16
583013,4,14,"BIK","BCBIK~~~~~A",58301304,"GL","LG","luvic",12
583013,5,11,"MNS","ABMNS~~~~~N",58301305,"GL","LG","luvic",12
583013,6,9,"ALC","BCALC~~~~~A",58301306,"LU","GL","gray",16
583013,7,5,"CGA","ABCGA~~~~~N",58301307,"OR","M","mesisol",18
583013,8,5,"KEZ","BCKEZ~~~~~N",58301308,"OR","M","mesisol",18
583014,1,40,"ALC","ABALC~~~~~N",58301401,"LU","GL","gray",16
583014,2,40,"BUD","ABBUD~~~~~N",58301402,"LU","GL","gray",16
583014,3,20,"MNS","ABMNS~~~~~N",58301403,"GL","LG","luvic",12
583015,1,40,"BUD","ABBUD~~~~~N",58301501,"LU","GL","gray",16
583015,2,30,"ALC","ABALC~~~~~N",58301502,"LU","GL","gray",16
583015,3,20,"MNS","ABMNS~~~~~N",58301503,"GL","LG","luvic",12
583015,4,10,"CGA","ABCGA~~~~~N",58301504,"OR","M","mesisol",18
583016,1,60,"BAT","BCBAT~~~~~A",58301601,"LU","GL","gray",16
583016,2,25,"SEM","BCSEM~~~~~N",58301602,"RG","R","regosol",24
583016,3,15,"BIK","BCBIK~~~~~A",58301603,"GL","LG","luvic",12
583017,1,100,"KEZ","BCKEZ~~~~~N",58301701,"OR","M","mesisol",18
583018,1,40,"BUD","ABBUD~~~~~N",58301801,"LU","GL","gray",16
583018,2,30,"ALC","ABALC~~~~~N",58301802,"LU","GL","gray",16
583018,3,20,"MNS","ABMNS~~~~~N",58301803,"GL","LG","luvic",12
583018,4,10,"CGA","ABCGA~~~~~N",58301804,"OR","M","mesisol",18
583019,1,52,"BUD","BCBUD~~~~~A",58301901,"LU","GL","gray",16
583019,2,34,"BIK","BCBIK~~~~~A",58301902,"GL","LG","luvic",12
583019,3,10,"KEZ","BCKEZ~~~~~N",58301903,"OR","M","mesisol",18
583019,4,2,"ALC","ABALC~~~~~N",58301904,"LU","GL","gray",16
583019,5,1,"MNS","ABMNS~~~~~N",58301905,"GL","LG","luvic",12
583019,6,1,"MSR","ABMSR~~~~~N",58301906,"OR","M","mesisol",18
584001,1,40,"ALC","ABALC~~~~~N",58400101,"LU","GL","gray",16
584001,2,20,"BUD","ABBUD~~~~~N",58400102,"LU","GL","gray",16
584001,3,20,"CGA","ABCGA~~~~~N",58400103,"OR","M","mesisol",18
584001,4,20,"MNS","ABMNS~~~~~N",58400104,"GL","LG","luvic",12
584002,1,40,"ALC","ABALC~~~~~N",58400201,"LU","GL","gray",16
584002,2,20,"BRY","ABBRY~~~~~N",58400202,"LU","GL","gray",16
584002,3,20,"CGA","ABCGA~~~~~N",58400203,"OR","M","mesisol",18
584002,4,20,"MNS","ABMNS~~~~~N",58400204,"GL","LG","luvic",12
584003,1,40,"BRY","ABBRY~~~~~N",58400301,"LU","GL","gray",16
584003,2,30,"ALC","ABALC~~~~~N",58400302,"LU","GL","gray",16
584003,3,20,"MNS","ABMNS~~~~~N",58400303,"GL","LG","luvic",12
584003,4,10,"CGA","ABCGA~~~~~N",58400304,"OR","M","mesisol",18
585002,1,45,"WNO","BCWNO~~~~~A",58500201,"LU","GL","gray",16
585002,2,30,"OSB","BCOSB~~~~~A",58500202,"LU","GL","gray",16
585002,3,15,"JED","BCJED~~~~~N",58500203,"LU","GL","gray",16
585002,4,10,"NIG","BCNIG~~~~~A",58500204,"GL","LG","luvic",12
585003,1,35,"FLS","BCFLS~~~~~A",58500301,"LU","GL","gray",16
585003,2,25,"OSB","BCOSB~~~~~A",58500302,"LU","GL","gray",16
585003,3,25,"WNO","BCWNO~~~~~A",58500303,"LU","GL","gray",16
585003,4,15,"JED","BCJED~~~~~N",58500304,"LU","GL","gray",16
585004,1,50,"ALV","BCALV~~~~~A",58500401,"RG","R","regosol",24
585004,2,25,"ATT","BCATT~~~~~N",58500402,"RG","R","regosol",24
585004,3,25,"SEM","BCSEM~~~~~N",58500403,"RG","R","regosol",24
585005,1,40,"OSB","BCOSB~~~~~A",58500501,"LU","GL","gray",16
585005,2,30,"SIP","BCSIP~~~~~A",58500502,"GL","LG","luvic",12
585005,3,20,"GOS","BCGOS~~~~~A",58500503,"GL","HG","humic",13
585005,4,10,"KEZ","BCKEZ~~~~~N",58500504,"OR","M","mesisol",18
585006,1,45,"BIK","BCBIK~~~~~A",58500601,"GL","LG","luvic",12
585006,2,45,"WNO","BCWNO~~~~~A",58500602,"LU","GL","gray",16
585006,3,5,"JED","BCJED~~~~~N",58500603,"LU","GL","gray",16
585006,4,5,"KEZ","BCKEZ~~~~~N",58500604,"OR","M","mesisol",18
585007,1,50,"OSB","BCOSB~~~~~A",58500701,"LU","GL","gray",16
585007,2,40,"ALC","BCALC~~~~~A",58500702,"LU","GL","gray",16
585007,3,10,"SIP","BCSIP~~~~~A",58500703,"GL","LG","luvic",12
585008,1,50,"WNO","BCWNO~~~~~A",58500801,"LU","GL","gray",16
585008,2,20,"JED","BCJED~~~~~N",58500802,"LU","GL","gray",16
585008,3,20,"OSB","BCOSB~~~~~A",58500803,"LU","GL","gray",16
585008,4,10,"SIP","BCSIP~~~~~A",58500804,"GL","LG","luvic",12
585009,1,50,"BIK","BCBIK~~~~~A",58500901,"GL","LG","luvic",12
585009,2,20,"ALC","BCALC~~~~~A",58500902,"LU","GL","gray",16
585009,3,15,"DON","BCDON~~~~~A",58500903,"LU","GL","gray",16
585009,4,15,"SIP","BCSIP~~~~~A",58500904,"GL","LG","luvic",12
585010,1,50,"ALC","BCALC~~~~~A",58501001,"LU","GL","gray",16
585010,2,30,"DON","BCDON~~~~~A",58501002,"LU","GL","gray",16
585010,3,20,"SIP","BCSIP~~~~~A",58501003,"GL","LG","luvic",12
585011,1,60,"ALC","BCALC~~~~~A",58501101,"LU","GL","gray",16
585011,2,40,"BIK","BCBIK~~~~~A",58501102,"GL","LG","luvic",12
585012,1,50,"ALC","BCALC~~~~~A",58501201,"LU","GL","gray",16
585012,2,30,"SHE","BCSHE~~~~~N",58501202,"LU","GL","gray",16
585012,3,15,"GOS","BCGOS~~~~~A",58501203,"GL","HG","humic",13
585012,4,5,"SEM","BCSEM~~~~~N",58501204,"RG","R","regosol",24
585013,1,60,"BYL","BCBYL~~~~~A",58501301,"LU","GL","gray",16
585013,2,30,"KHE","BCKHE~~~~~A",58501302,"LU","GL","gray",16
585013,3,10,"GOS","BCGOS~~~~~A",58501303,"GL","HG","humic",13
585015,1,55,"ALC","BCALC~~~~~A",58501501,"LU","GL","gray",16
585015,2,20,"BIK","BCBIK~~~~~A",58501502,"GL","LG","luvic",12
585015,3,20,"GOS","BCGOS~~~~~A",58501503,"GL","HG","humic",13
585015,4,5,"KEZ","BCKEZ~~~~~N",58501504,"OR","M","mesisol",18
585018,1,40,"KEZ","BCKEZ~~~~~N",58501801,"OR","M","mesisol",18
585018,2,35,"SUC","BCSUC~~~~~A",58501802,"LU","GL","gray",16
